VENDOR,DATE,SITEID,Transport Type,NOP,Count of >0.9,Util FEGE %,Max Ethernet Port Daily,BW,Priority,Suspect,Prio,Aging,TrafMax,NeedClose,Status,TiketID
HUAWEI,1/5/2026,TBT134,Telkomsel Radio IP,PEMATANG SIANTAR,18,94.07%,188.137.648,200.0,P1,Capacity transport issue,P1,18,188.137.648,Capacity transport issue,Open,TBT13420260105
HUAWEI,1/5/2026,TBT155,Metro-E,PEMATANG SIANTAR,13,30.40%,303.975.128,1000.0,P2,need check quality transport,P2,13,303.975.128,need check quality transport,Open,TBT15520260105
HUAWEI,1/5/2026,TBT177,Telkomsel Radio IP,PEMATANG SIANTAR,12,144.15%,288.302.696,200.0,P2,Capacity transport issue,P2,12,288.302.696,Capacity transport issue,Open,TBT17720260105
HUAWEI,1/5/2026,TBT302,Metro-E,PEMATANG SIANTAR,12,29.25%,292.482.736,1000.0,P2,need check quality transport,P2,12,292.482.736,need check quality transport,Open,TBT30220260105
HUAWEI,1/5/2026,TBT399,Metro-E,PEMATANG SIANTAR,12,21.29%,212.851.776,1000.0,P2,need check quality transport,P2,12,212.851.776,need check quality transport,Open,TBT39920260105
HUAWEI,1/5/2026,TBT503,Metro-E,PEMATANG SIANTAR,16,40.59%,405.860.312,1000.0,P2,need check quality transport,P2,16,405.860.312,need check quality transport,Open,TBT50320260105
HUAWEI,1/5/2026,TBT506,Telkomsel Radio IP,PEMATANG SIANTAR,14,77.71%,466.258.824,600.0,P2,monitoring,P2,14,466.258.824,monitoring,Open,TBT50620260105
HUAWEI,1/5/2026,TBT511,Metro-E,PEMATANG SIANTAR,12,31.91%,319.089.368,1000.0,P2,need check quality transport,P2,12,319.089.368,need check quality transport,Open,TBT51120260105
HUAWEI,1/5/2026,TBT512,Metro-E,PEMATANG SIANTAR,13,29.56%,295.612.704,1000.0,P2,need check quality transport,P2,13,295.612.704,need check quality transport,Open,TBT51220260105
HUAWEI,1/5/2026,TBT530,Metro-E,PEMATANG SIANTAR,12,35.27%,35.265.608,1000.0,P2,need check quality transport,P2,12,35.265.608,need check quality transport,Open,TBT53020260105
HUAWEI,1/5/2026,TBT876,Metro-E,PEMATANG SIANTAR,12,28.91%,289.142.496,1000.0,P2,need check quality transport,P2,12,289.142.496,need check quality transport,Open,TBT87620260105
